PassengerId,Survived,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Embarked_C,Embarked_Q,Embarked_S
205,1,-0.9140999715098528,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
206,0,-2.144871090463421,-0.43776248884929375,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
207,0,0.16282475757451956,-0.32928686163157667,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
208,1,-0.2987144120330686,-0.2701412180209885,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
209,1,-1.0679463613790487,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
210,1,0.7782103170513037,-0.024246350754841113,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
211,0,-0.4525608019022646,-0.5064721088735089,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
212,1,0.3935943423783136,-0.22559322262067316,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
213,0,-0.6064071917714606,-0.5024451714361923,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
214,0,0.008978367705323504,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
215,0,0.057146075854228665,-0.49237782784290063,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
216,1,0.08590156263992152,1.6323350375212924,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
217,1,-0.22179121709847055,-0.4888542575852486,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
218,0,0.9320567069204998,-0.10478509950117394,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
219,1,0.16282475757451956,0.8876878608937296,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
220,0,0.008978367705323504,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
221,1,-1.0679463613790487,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
222,0,-0.22179121709847055,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
223,0,1.6243654613318819,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
224,0,0.057146075854228665,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
225,1,0.6243639271821076,1.163700193253568,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
226,0,-0.6064071917714606,-0.4601623283443675,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
227,1,-0.8371767765752547,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228,0,-0.7217919841733577,-0.5024451714361923,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
229,0,-0.9140999715098528,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
230,0,0.057146075854228665,-0.13565761536436197,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
231,1,0.3935943423783136,1.0323213593611125,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
232,0,-0.06794482722927452,-0.4918744606632361,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
233,0,2.239751020808666,-0.3766033765200472,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
234,1,-1.9141015056596271,-0.016444159470040135,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
235,0,-0.4525608019022646,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
236,0,0.057146075854228665,-0.49640476528021726,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
237,0,1.0859030967896959,-0.12491978668775715,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
238,1,-1.683331920855833,-0.11988611489111134,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
239,0,-0.8371767765752547,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
240,0,0.23974795250911757,-0.4012683683236117,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
241,0,0.057146075854228665,-0.3573908580066095,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
242,1,0.057146075854228665,-0.3363340021468808,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
243,0,-0.06794482722927452,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
244,0,-0.6064071917714606,-0.5049620073345151,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
245,0,0.008978367705323504,-0.5029485386158568,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
246,0,1.0859030967896959,1.163700193253568,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
247,0,-0.3756376069676666,-0.4918744606632361,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
248,1,-0.4525608019022646,-0.35646868933346404,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
249,1,0.5474407322475097,0.40974072380221066,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
250,0,1.855135046135676,-0.12491978668775715,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251,0,0.057146075854228665,-0.5024451714361923,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
252,0,-0.06794482722927452,-0.43776248884929375,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
253,0,2.4705206056124602,-0.11384570873513637,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
254,0,0.008978367705323504,-0.32425318983493084,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
255,0,0.8551335119859017,-0.2414492887801075,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
256,1,-0.06794482722927452,-0.3414522396297103,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
257,1,0.057146075854228665,0.9462455716384695,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
258,1,0.008978367705323504,1.093228788100527,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
259,1,0.3935943423783136,9.667166525013505,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
260,1,1.547442266397284,-0.12491978668775715,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
261,0,0.057146075854228665,-0.49237782784290063,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
262,1,-2.067947895528823,-0.016444159470040135,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
263,0,1.70128865626648,0.955306180872432,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
264,0,0.7782103170513037,-0.6484216535389205,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
265,0,0.057146075854228665,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
266,0,0.4705175373129116,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
267,0,-1.0679463613790487,0.1506737441786005,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
268,1,-0.3756376069676666,-0.4918744606632361,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
269,1,2.1628278258740683,2.441497778832105,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
270,1,0.3935943423783136,2.0825124140450755,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
271,0,0.057146075854228665,-0.024246350754841113,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
272,1,-0.3756376069676666,-0.6484216535389205,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
273,1,0.8551335119859017,-0.255795253400548,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274,0,0.5474407322475097,-0.05042144409739929,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275,1,0.057146075854228665,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
276,1,2.5474438005470583,0.921244330558889,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
277,0,1.1628262917242937,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
278,0,0.057146075854228665,-0.6484216535389205,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
279,0,-1.760255115790431,-0.06199888922968463,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
280,1,0.3935943423783136,-0.24069423801061057,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
281,0,2.701290190416254,-0.49237782784290063,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
282,0,-0.14486802216387254,-0.4902797934380587,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
283,0,-1.0679463613790487,-0.45714212526638004,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
284,1,-0.8371767765752547,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
285,0,0.057146075854228665,-0.12491978668775715,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
286,0,0.23974795250911757,-0.47400492578514347,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
287,1,0.008978367705323504,-0.45714212526638004,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
288,0,-0.6064071917714606,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
289,1,0.9320567069204998,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
290,1,-0.6064071917714606,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
291,1,-0.2987144120330686,0.9391984311231651,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
292,1,-0.8371767765752547,1.1854295476653287,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
293,0,0.4705175373129116,-0.3891875560116617,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
294,0,-0.4525608019022646,-0.4702296719376591,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
295,0,-0.4525608019022646,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
296,0,0.057146075854228665,-0.09027201697708476,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
297,0,-0.49102239936956366,-0.5028639729296732,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
298,0,-2.144871090463421,2.4029901895877646,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
299,1,0.057146075854228665,-0.034313694348132716,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300,1,1.547442266397284,4.335332226633905,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
301,1,0.057146075854228665,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
302,1,0.057146075854228665,-0.18029017645086096,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
303,0,-0.8371767765752547,-0.6484216535389205,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
304,1,0.057146075854228665,-0.3997582667846179,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
305,0,0.057146075854228665,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
306,1,-2.227948140992787,2.4029901895877646,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
307,1,0.057146075854228665,1.5841789061771412,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
308,1,-0.9910231664444508,1.5442457810799908,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
309,0,0.008978367705323504,-0.16518916106092355,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
310,1,0.008978367705323504,0.49782998024351216,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
311,1,-0.4525608019022646,1.0259447039291216,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
312,1,-0.9140999715098528,4.634416897040849,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
313,0,-0.2987144120330686,-0.12491978668775715,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
314,0,-0.14486802216387254,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
315,0,1.0089799018550978,-0.11988611489111134,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
316,1,-0.2987144120330686,-0.4902797934380587,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
317,1,-0.4525608019022646,-0.12491978668775715,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
318,0,1.855135046135676,-0.36653603292675563,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
319,1,0.08590156263992152,2.671117778445337,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
320,1,0.7782103170513037,2.059693773056521,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
321,0,-0.6064071917714606,-0.5024451714361923,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
322,0,-0.22179121709847055,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
323,1,0.008978367705323504,-0.3997582667846179,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
324,1,-0.6064071917714606,-0.06451572512800753,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
325,0,0.057146075854228665,0.7519458402879414,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
326,1,0.4705175373129116,2.0825124140450755,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
327,0,2.393597410677862,-0.5228315422126077,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
328,1,0.4705175373129116,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
329,1,0.08590156263992152,-0.2351571990343002,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
330,1,-1.0679463613790487,0.5189714017894245,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
331,1,0.057146075854228665,-0.18029017645086096,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
332,0,1.2012878891915928,-0.07458306872129913,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
333,0,0.6243639271821076,2.441497778832105,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
334,0,-1.0679463613790487,-0.2859972841804228,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
335,1,0.057146075854228665,2.042579288947925,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
336,0,0.057146075854228665,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
337,0,-0.06794482722927452,0.6925485130875209,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
338,1,0.8551335119859017,2.059693773056521,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
339,1,1.1628262917242937,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
340,0,1.1628262917242937,0.06635974158478332,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
341,1,-2.144871090463421,-0.12491978668775715,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
342,1,-0.4525608019022646,4.647001076532463,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
343,0,-0.14486802216387254,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
344,0,-0.3756376069676666,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
345,0,0.4705175373129116,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
346,1,-0.4525608019022646,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
347,1,0.7782103170513037,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
348,1,0.057146075854228665,-0.32425318983493084,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
349,1,-2.067947895528823,-0.32828012727224753,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
350,0,0.9320567069204998,-0.47400492578514347,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
351,0,-0.5294839968368626,-0.4626791642426904,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
352,0,0.057146075854228665,0.05629239799149171,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
353,0,-1.1448695563136468,-0.5028639729296732,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
354,0,-0.3756376069676666,-0.29002422161773944,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
355,0,0.057146075854228665,-0.5029485386158568,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
356,0,-0.14486802216387254,-0.45714212526638004,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
357,1,-0.6064071917714606,0.4589861417231558,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
358,0,0.6243639271821076,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
359,1,0.057146075854228665,-0.48977642625839407,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
360,1,0.057146075854228665,-0.48977642625839407,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
361,0,0.7782103170513037,-0.08666388103324908,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
362,0,-0.06794482722927452,-0.09027201697708476,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
363,0,1.1628262917242937,-0.3573908580066095,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
364,0,0.3935943423783136,-0.5064721088735089,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
365,0,0.057146075854228665,-0.3363340021468808,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
366,0,0.008978367705323504,-0.5024451714361923,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
367,1,2.316674215743264,0.8667135572514657,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
368,1,0.057146075854228665,-0.5028639729296732,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
369,1,0.057146075854228665,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
370,1,-0.4525608019022646,0.7469121684912956,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
371,1,-0.3756376069676666,0.4678796330534696,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
372,0,-0.9140999715098528,-0.5176307525123133,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
373,0,-0.8371767765752547,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
374,0,-0.6064071917714606,2.0825124140450755,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
375,0,-2.067947895528823,-0.22408312108167944,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
376,1,0.057146075854228665,1.0060617003323709,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
377,1,-0.6064071917714606,-0.5024451714361923,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
378,0,-0.22179121709847055,3.610064686423428,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
379,0,-0.7602535816406567,-0.5676312212027554,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
380,0,-0.8371767765752547,-0.4918744606632361,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
381,1,0.9320567069204998,3.9327230485884233,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
382,1,-2.221794285398019,-0.33146744825388363,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
383,0,0.16282475757451956,-0.4888542575852486,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
384,1,0.3935943423783136,0.39858208016340624,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
385,0,0.057146075854228665,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
386,0,-0.9140999715098528,0.8314778546749452,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
387,0,-2.221794285398019,0.2958951755118318,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
388,1,0.4705175373129116,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
389,0,0.057146075854228665,-0.49279662933638163,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
390,1,-0.9910231664444508,-0.40680540729992204,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
391,1,0.4705175373129116,1.7677408088510642,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
392,1,-0.6833303867060587,-0.49145565916975514,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
393,0,-0.14486802216387254,-0.4888542575852486,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
394,1,-0.5294839968368626,1.6323350375212924,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
395,1,-0.4525608019022646,-0.312172377522981,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
396,0,-0.6064071917714606,-0.49145565916975514,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
397,0,0.08590156263992152,-0.4902797934380587,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
398,0,1.2397494866588918,-0.12491978668775715,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
399,0,-0.5294839968368626,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
400,1,-0.14486802216387254,-0.393717860628643,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
401,1,0.7012871221167057,-0.4888542575852486,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
402,0,-0.2987144120330686,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
403,0,-0.6833303867060587,-0.4505983519307405,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
404,0,-0.14486802216387254,-0.32928686163157667,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
405,0,-0.7602535816406567,-0.47400492578514347,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
406,0,0.3166711474437156,-0.22559322262067316,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
407,0,1.6243654613318819,-0.49237782784290063,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
408,1,-2.067947895528823,-0.2708962687904854,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
409,0,-0.6833303867060587,-0.4918744606632361,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
410,0,0.057146075854228665,-0.13565761536436197,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
